10.1	111.1	1.0
20.2	111.1	11.0
30.3	111.1	1.0
40.4	111.1	1.0
50.5	111.1	1.0
60.6	111.1	1.0
70.7	111.1	1.0
80.8	111.1	1.0
90.9	111.1	1.0
101.0	111.1	1.0
111.1	111.1	1.0
121.2	111.1	1.0
131.3	111.1	1.0
141.4	111.1	1.0
151.5	111.1	1.0
161.6	111.1	1.0
171.7	111.1	11.0
181.8	111.1	1.0
191.9	111.1	1.0
0.0	121.2	1.0
10.1	121.2	23.0
20.2	121.2	11.0
30.3	121.2	1.0
40.4	121.2	1.0
50.5	121.2	1.0
60.6	121.2	1.0
70.7	121.2	1.0
80.8	121.2	1.0
90.9	121.2	23.0
101.0	121.2	23.0
111.1	121.2	1.0
121.2	121.2	1.0
131.3	121.2	1.0
141.4	121.2	1.0
151.5	121.2	1.0
161.6	121.2	1.0
171.7	121.2	11.0
181.8	121.2	1.0
191.9	121.2	1.0
0.0	131.3	1.0
10.1	131.3	1.0
20.2	131.3	11.0
30.3	131.3	1.0
40.4	131.3	1.0
50.5	131.3	1.0
60.6	131.3	1.0
70.7	131.3	1.0
80.8	131.3	1.0
90.9	131.3	1.0
101.0	131.3	1.0
111.1	131.3	1.0
121.2	131.3	1.0
131.3	131.3	1.0
141.4	131.3	1.0
151.5	131.3	1.0
161.6	131.3	1.0
171.7	131.3	11.0
181.8	131.3	1.0
191.9	131.3	1.0
0.0	141.4	1.0
10.1	141.4	1.0
20.2	141.4	11.0
30.3	141.4	1.0
40.4	141.4	22.0
50.5	141.4	1.0
60.6	141.4	1.0
70.7	141.4	1.0
80.8	141.4	1.0
90.9	141.4	1.0
101.0	141.4	1.0
111.1	141.4	1.0
121.2	141.4	1.0
131.3	141.4	1.0
141.4	141.4	1.0
151.5	141.4	22.0
161.6	141.4	1.0
171.7	141.4	11.0
181.8	141.4	1.0
191.9	141.4	1.0
0.0	151.5	1.0
10.1	151.5	1.0
20.2	151.5	11.0
30.3	151.5	1.0
40.4	151.5	1.0
50.5	151.5	22.0
60.6	151.5	1.0
70.7	151.5	1.0
80.8	151.5	1.0
90.9	151.5	1.0
101.0	151.5	1.0
111.1	151.5	1.0
121.2	151.5	1.0
131.3	151.5	1.0
141.4	151.5	22.0
151.5	151.5	1.0
161.6	151.5	1.0
171.7	151.5	11.0
181.8	151.5	1.0
191.9	151.5	1.0
0.0	161.6	1.0
10.1	161.6	1.0
20.2	161.6	11.0
30.3	161.6	1.0
40.4	161.6	1.0
50.5	161.6	1.0
60.6	161.6	1.0
70.7	161.6	1.0
80.8	161.6	23.0
90.9	161.6	1.0
101.0	161.6	1.0
111.1	161.6	1.0
121.2	161.6	1.0
131.3	161.6	1.0
141.4	161.6	1.0
151.5	161.6	1.0
161.6	161.6	1.0
171.7	161.6	11.0
181.8	161.6	1.0
191.9	161.6	1.0
0.0	171.7	1.0
10.1	171.7	1.0
20.2	171.7	11.0
30.3	171.7	11.0
40.4	171.7	11.0
50.5	171.7	11.0
60.6	171.7	11.0
70.7	171.7	11.0
80.8	171.7	11.0
90.9	171.7	11.0
101.0	171.7	11.0
111.1	171.7	11.0
121.2	171.7	11.0
131.3	171.7	11.0
141.4	171.7	11.0
151.5	171.7	11.0
161.6	171.7	11.0
171.7	171.7	11.0
181.8	171.7	1.0
191.9	171.7	1.0
0.0	181.8	1.0
10.1	181.8	1.0
20.2	181.8	1.0
30.3	181.8	1.0
40.4	181.8	1.0
50.5	181.8	1.0
60.6	181.8	1.0
70.7	181.8	1.0
80.8	181.8	1.0
90.9	181.8	1.0
101.0	181.8	1.0
111.1	181.8	1.0
121.2	181.8	1.0
131.3	181.8	1.0
141.4	181.8	1.0
151.5	181.8	1.0
161.6	181.8	1.0
171.7	181.8	1.0
181.8	181.8	1.0
191.9	181.8	1.0
0.0	191.9	1.0
10.1	191.9	1.0
20.2	191.9	1.0
30.3	191.9	1.0
40.4	191.9	1.0
50.5	191.9	1.0
60.6	191.9	1.0
70.7	191.9	1.0
80.8	191.9	1.0
90.9	191.9	1.0
101.0	191.9	1.0
111.1	191.9	1.0
121.2	191.9	1.0
131.3	191.9	1.0
141.4	191.9	1.0
151.5	191.9	1.0
161.6	191.9	1.0
171.7	191.9	1.0
181.8	191.9	1.0
191.9	191.9	1.0
